epoch,train_loss,train_acc,val_loss,val_acc,lr,epoch_time
1,2.3539627629084836,42.18617808798646,1.5649549771232654,58.39546319796954,0.001,26.357723104953767
2,1.9244746413529423,51.488472927241965,1.4356420015547482,61.619606598984774,0.001,26.2260307709376
3,1.8230121908252412,54.031831641285955,1.3977727838579168,62.599143401015226,0.001,26.22656285762787
4,1.7583536526878474,55.41719543147208,1.3702862364840387,63.62230329949239,0.001,26.33623178799947
5,1.7110928111471702,56.52495769881557,1.3238721004673066,64.95875634517766,0.0002,26.27549114624659
6,1.4079273795920177,64.20923223350253,0.9880018317457383,73.23524746192894,0.0002,26.282861709594727
7,1.3018442813918474,66.59131768189509,0.9679052064639663,73.88562817258884,0.0002,26.252780083815257
8,1.2424163259628864,67.99254441624366,0.938209406464233,74.45669416243655,0.0002,26.222173961003623
9,1.2048653277447179,68.73678087986464,0.9435592904157445,74.23461294416244,0.0002,26.120087544123333
10,1.1697247403527273,69.65022208121827,0.9295274497288738,74.96430837563452,4e-05,25.993205670515696
11,1.036003780849089,73.27622673434855,0.8649320819504975,76.70923223350253,4e-05,26.008268117904663
12,0.9870118604698762,74.30996192893402,0.8462450249016588,77.11373730964468,4e-05,26.10524765253067
13,0.9587413477010129,75.08592428087987,0.8477723813677197,77.10580583756345,4e-05,26.12519481976827
14,0.9380154361579623,75.48117597292725,0.84814668401395,77.26443527918782,4e-05,26.26439523299535
15,0.9137013145106294,76.2280562605753,0.8464895063245357,77.31202411167513,8.000000000000001e-06,21.06689018011093
16,0.8750552441262957,77.28029822335026,0.8346116609379725,77.61342005076142,8.000000000000001e-06,16.116500262419382
17,0.8613765249296695,77.69537859560067,0.8356846240798229,77.66100888324873,8.000000000000001e-06,16.075019097328187
18,0.8546464491616651,77.90291878172589,0.8339763969031687,77.6491116751269,8.000000000000001e-06,16.043186672528584
19,0.8510908506646777,77.97826776649747,0.8348926296694025,77.66894035532995,8.000000000000001e-06,15.98471113840739
20,0.8455599399185826,78.04436336717428,0.8339144508850757,77.66497461928934,1.6000000000000004e-06,15.993620284398396
21,0.8302036472383489,78.43300549915398,0.8291793226212414,77.84739847715736,1.6000000000000004e-06,15.982794602711996
22,0.8302257725631726,78.30478003384094,0.8322105147133624,77.8196383248731,1.6000000000000004e-06,15.961626807848612
23,0.8295836912597295,78.2664445854484,0.8325439522487258,77.8196383248731,1.6000000000000004e-06,16.013887735207877
24,0.8294817979767439,78.36426607445009,0.8315074932832404,77.85136421319797,1.6000000000000004e-06,16.01480266650518
25,0.8281830435275225,78.45019035532995,0.8336792150275961,77.76411802030456,3.200000000000001e-07,15.998324465751647
26,0.8226786713208846,78.67888113367174,0.8307330216928787,77.83153553299492,3.200000000000001e-07,15.9777640859286
27,0.8212650578639229,78.70135363790186,0.8296867997815767,77.85929568527919,3.200000000000001e-07,16.010941739877065
28,0.8263265689214071,78.55990905245346,0.8317166057788781,77.78394670050761,3.200000000000001e-07,16.028399872779847
29,0.819566427350246,78.64979906937394,0.8299799853850742,77.86326142131979,3.200000000000001e-07,16.010985926787058
30,0.8206947289545927,78.58766920473774,0.8369178139997012,77.66894035532995,6.400000000000003e-08,15.983527259031932
